text,rating,sentiment,clean_text
"Suaranya bagus, tp sayang mic na mati.",3,Netral,suaranya bagus sayang mic na mati
Barang sdh lama diterima maaf br tahu cara komennya. Brang lumayan diterima jg tepat waktu.,3,Netral,diterima maaf br komennya brang lumayan diterima jg
Paket  sudah sampe dengan selamat.,3,Netral,sampe selamat
"Packing rapih, respon cepat",3,Netral,kemasan rapih respon cepat
Ga ada pemberitahuan tapi tiba-tiba cash refund. Ya untungnya di refund sih hahaha.,3,Netral,pemberitahuan cash refund ya untungnya refund sih hahaha
Pesan warna hitam dikirim warna ungu,3,Netral,warna hitam dikirim warna ungu
baterainya beda sama yg asli bawaan.yg asli 2800 yg dikirim cuma 2200,3,Netral,baterainya beda asli bawaan asli dikirim
Suaranya standar... Kurang mantabs... Maaf ya...,3,Netral,suaranya standar mantabs maaf ya
Barang ada yang rusak bekas dilem,3,Netral,rusak bekas dilem
"kabel buat lan sering disconnet atau unplaged melulu,,,,,,,,",3,Netral,kabel lan disconnet unplaged melulu
barang sudah sampai motif dan warna sesuai pada gambar terimakasih,3,Netral,motif warna sesuai gambar terimakasih
Barang oke dan cepat sampai.,3,Netral,cepat
barang udah sampe trims,3,Netral,sampe trims
barang sudah diterima walaupun agak lama karena kesasar sampai ditempat yang jauh,3,Netral,diterima kesasar ditempat
Murah tapi belum tahu kualitasnya,3,Netral,murah kualitasnya
"barang cepat sampai ,Tp Belom dipakai  jadi Blom bisa Komen untuk kualitas",3,Netral,cepat belom dipakai blom komen kualitas
Produk hanya diterima sebagian,3,Netral,diterima
glovesnya bagus hanya saja ada 2 gloves(saya beli3) yang sedikit cacat di ikatan tali untuk jempol dan anyaman tengahnya ada yang tidak dianyam hanya ada beberapa tali yang teranyam,3,Netral,glovesnya bagus gloves cacat ikatan tali jempol anyaman tengahnya dianyam tali teranyam
Jamnya sudah sampai. terima kasih.,3,Netral,jamnya terima kasih
"Barang sesuai pesanan, ada satu pin yg patah jd tidak bisa di pakai",3,Netral,sesuai pesanan pin patah jd pakai
Sesuai dengan harganya,3,Netral,sesuai harganya
Lumayanlah buat suara kuping...,3,Netral,lumayanlah suara kuping
Barang sudah diterima pengiriman lama..2hri padahal pake jne yes..barangnya kecil bgt kaya mainan ketipu sama iklan nih.,3,Netral,diterima hri pakai jne yes barangnya banget kaya mainan ketipu iklan nih
Ada 1 tombol yg kalo di teken macet baliknya,3,Netral,tombol teken macet baliknya
g sesuai... apa yang d pesan dengan apa yang d krim...,3,Netral,sesuai krim
barang sudah sampai ya bosss makasihhhhhh,3,Netral,ya boss makasihh
"Bisa dipake tp key nya kacau, kayak analogny klo mau maju kedepan analog kananny dikekiriin",3,Netral,dipake key nya kacau kayak analogny klo maju kedepan analog kananny dikekiriin
"pengantaran cepat...
produk cukup bagus",3,Netral,pengantaran cepat bagus
yg ini jg ktinggalan dari pngiriman pertama,3,Netral,jg ktinggalan pngiriman
"sebanding dengan harganya sih.
agak susah dipakainya",3,Netral,sebanding harganya sih susah dipakainya
paket sdh diterima dan kualitas cukup bagus.,3,Netral,diterima kualitas bagus
terimakasih........................................................................................,3,Netral,terimakasih
Ya sesui lah dengan harga,3,Netral,ya sesui harga
"pengiriman cepat, hanya agak kekecilan  untuk harga 100rban kualitas not bad ...",3,Netral,cepat kekecilan harga rban kualitas not bad
gak masuk di telinga gan bsa di tuker gak,3,Netral,masuk telinga gan bsa tuker
"yg dikirim ukuran 11,5 padahal speknya/diminta ukuran 12,5",3,Netral,dikirim ukuran speknya ukuran
suaranya terlalu cempreng,3,Netral,suaranya cempreng
Pesanan sudah sampai...,3,Netral,pesanan
thanks semoga awet yaaaaa,3,Netral,terima kasih semoga awet yaa
oooooooooo9ooooooookkkkkkkkkkkk,3,Netral,oo ookk
"pelayanan memuaskan pengiriman cepat, kualitas barang sesuai harga, untuk pemain sangat amat pemula lumayanlah...",3,Netral,pelayanan memuaskan cepat kualitas sesuai harga pemain pemula lumayanlah
"resleting gampang rusak,saya baru pakai 3 hari, suah",3,Netral,resleting gampang rusak pakai suah
Papan boardnya udah sampe trims ya.,3,Netral,papan boardnya sampe trims ya
"Kualitas sesuai harga, not bad",3,Netral,kualitas sesuai harga not bad
MantAp om makasih barang sudah sampai,3,Netral,bagus om terima kasih
"Kualitas sesuai harga, not bad",3,Netral,kualitas sesuai harga not bad
"Barang Bagus.  Tapi bahan tipis,  jadi sakit buat nangkep bola",3,Netral,bagus bahan tipis sakit nangkep bola
"Cukup puas, keliatan nya yg d foto bagus",3,Netral,puas keliatan nya foto bagus
pekingnya rapiiiiiiiiiiiiii mantaaaaaaaaaaaaab,3,Netral,pekingnya rapii mantaab
"brg ud smpe dr tgl 15 feb smpe tgl 20feb tidak ad korfirmasi ttg resi yg valid ... nympenya lama.pihak penjual kurang komunikatif..dr kmrin dtnya soal resi yg valid tdk dksi2 ...

tanggapan dr umpak balik anda : saya ud byk memaklumi lo yaaa kita tggu dr slsa rebo  pun kn tdk ad info kn untuk resi yg valid.... saya sbg customer kn taunya brg dkirim . dan hri slsa pun klo saya tdk laporan klo resi g bsa d cek pun psti dr pihak anda g cek. saya pun tau jumat libur mkany saya tggu smpe dg hri rebo lo ya. saya smpe konfirmasi jg ke pihak tokopediany. anda kn memberikan resi ny dr tgl 15 tgl 18 saya cek resi ny ko g bsa. bgi saya anda lambat skli dlm menginfokan. jdi kan masukan saja lah secara  toko bata toko yg ud lama brand nya dan terkenal lo  thenkyu",3,Netral,ud smpe dr feb smpe feb ad korfirmasi ttg resi valid nympenya penjual komunikatif dr kmrin dtnya resi valid dksi tanggapan dr umpak ud byk memaklumi lo yaa tggu dr slsa rebo kn ad info kn resi valid sbg customer kn taunya dkirim hri slsa klo laporan klo resi bsa cek psti dr cek tau jumat libur mkany tggu smpe dg hri rebo lo ya smpe konfirmasi jg tokopediany kn resi ny dr cek resi ny ko bsa bgi lambat skli dlm menginfokan jdi masukan bata ud brand nya terkenal lo thenkyu
Pemasangan holder sedikit susah dan kurang lengkap cara pemasangannya.,3,Netral,pemasangan holder susah lengkap pemasangannya
"Mantab jiwa
Barang sesuai pesanan",3,Netral,mantab jiwa sesuai pesanan
Buku resepnya selalu tidak dikirim,3,Netral,buku resepnya dikirim
Barang lama nyampenya. Pesen tgl 22 baru smape tgl 26,3,Netral,nyampenya pesen smape
"Modis, trendi, nyaman dan keren deh. Kekurangannya adalah jahitan bagian pinggang kurang kuat, hanya dipakai satu kali sama anak saya umu 1 tahun dan sobek. Cek foto for detail.",3,Netral,modis trendi nyaman keren deh kekurangannya jahitan pinggang kuat dipakai kali anak umu sobek cek foto for detail
Bagus tetapi aku kurang suka Bahannya ya,3,Netral,bagus suka bahannya ya
"Barang nya sesuai mantep puas dah namun pengiriman aga lama guys buat Abang nya lebih di perhati.in lagi ya pengiriman nya kalau masalah barang udah lakh top ngausah ragu di jamin sesuai ko sama sama deskripsi ..
# hatur nuhun",3,Netral,nya sesuai mantep puas dah aga guys abang nya perhati in ya nya lakh top ngausah ragu jamin sesuai ko deskripsi hatur nuhun
Lumayanlah buat suara kuping...,3,Netral,lumayanlah suara kuping
Bagus sesuai harapan dan lengkap warnay,3,Netral,bagus sesuai harapan lengkap warnay
👍👍makasih barang udah sampe,3,Netral,terima kasih sampe
Yaa mahal sih menurutku untuk barang ini. Moga awet,3,Netral,yaa mahal sih menurutku moga awet
makasih kak... barang sudah sampai,3,Netral,terima kasih kak
Barang nya cukup memuaskan.....,3,Netral,nya memuaskan
Barang cocok dengan harapan ...,3,Netral,cocok harapan
Lumayan diliat sama buat tlpluamayan dah tpi klo dipencet buat sms an kurang nyaman,3,Netral,lumayan diliat tlpluamayan dah tpi klo dipencet sms an nyaman
"Unit bagus,
 cuma kbel yg buat ngecasnya rusak gak bisa ngecas, lain kalo di cek lgi gan sblum di kirim,",3,Netral,unit bagus kbel ngecasnya rusak ngecas cek lgi gan sblum
"Lbih teliti lgi gann....
Kwalitas top....",3,Netral,lbih teliti lgi gann kwalitas top
oke standart lah.. sesuai budget,3,Netral,standart sesuai budget
Datang baik. Bisa olahraga di rmh,3,Netral,olahraga rmh
yg ini jg ktinggalan dari pngiriman pertama,3,Netral,jg ktinggalan pngiriman
barang telah kami terima dgn cepat dan baik.,3,Netral,terima cepat
"Bagus bagus bagus, tapi ada yg eror",3,Netral,bagus bagus bagus eror
Sesuai dengan deskripsi produk. Sebagai sarung tinju pertama saya puas.,3,Netral,sesuai deskripsi sarung tinju puas
"Pesanan sudah smpai.. Kwalitas barang sesuai harga, lebih dicek lagi sblm smpai ke konsumen, punya saya ada robekan dijahitannya, mohon ditingkatkan lg kwalitasnya. Thks u",3,Netral,pesanan smpai kwalitas sesuai harga dicek sblm smpai konsumen robekan dijahitannya mohon ditingkatkan lg kwalitasnya thks
Lumyan sesuai dgn harga,3,Netral,lumyan sesuai harga
"kualitas barangnya kurang bagus, tipis, pengiriman nya lama...",3,Netral,kualitas barangnya bagus tipis nya
Tertunda 1 hari. Saya pikir Selasa sudah sampai. Ternyata Senin malam baru dikirim...,3,Netral,tertunda pikir selasa senin malam dikirim
lumayan 3x dishcharge wear batery naik 25% total kapasitas skitaran 2300 mah,3,Netral,lumayan dishcharge wear batery total kapasitas skitaran mah
barang sudah sampe sesuai order...tinggal di tes mksh,3,Netral,sampe sesuai tinggal tes mksh
"Terimakasih Gan, Barang Sesuai",3,Netral,terimakasih gan sesuai
lumayan walau gk sekuat asli pada baterainya,3,Netral,lumayan gk sekuat asli baterainya
Barang ssuai diskripsi,3,Netral,ssuai diskripsi
Sambungan pelapisnya keliatan....,3,Netral,sambungan pelapisnya keliatan
barang sudah mendarat thx gan... .....,3,Netral,mendarat terima kasih gan
ok ajaaaaaaaaaaaaaaaaaaaaaaaaaaa,3,Netral,ajaa
"Sudah diterima, makasih. tapi pengirimannya lama sekali. dirumah selalu ada orang terus kok. tapi its oklah yg penting sdh sampai. thx",3,Netral,diterima terima kasih pengirimannya dirumah orang its oklah terima kasih
"Mantap..  Barang oke, kualitas sesuai dengan harapan",3,Netral,bagus kualitas sesuai harapan
Buku resepnya selalu tidak dikirim,3,Netral,buku resepnya dikirim
Thanks sudah sampai walau pengiriman lumayan lamaaa,3,Netral,terima kasih lumayan lamaa
Good and fast respon,3,Netral,good and fast respon
respon kurang cepat.lain kali respon agak cepat.thanks,3,Netral,respon cepat kali respon cepat terima kasih
Ada beberapa tombol yang rusak,3,Netral,tombol rusak
"Not so bad, thanksssssssssssssssss",3,Netral,not so bad thankss
"Sesuai dg permintaan, respon cepat dlm kondisi urgent",3,Netral,sesuai dg permintaan respon cepat dlm kondisi urgent
Maaf hanya 3 bintang. Karna kesempurnaan hanya milik Allah.,3,Netral,maaf bintang karna kesempurnaan milik allah
Untuk jarak atau resolusi yg lebih kecil dari ˜150cm tidak bisa focus.  Sesuai dengan harganya.,3,Netral,jarak resolusi cm focus sesuai harganya
barang nya cepet dtg nya...tebel juga.. cuma licin banget buat yang tangannya biasa berkeringat... jadi susah pakainya... :(,3,Netral,nya cepat dtg nya tebel licin banget tangannya berkeringat susah pakainya
"Minta hitam ko di kirm putih, dus nya penyok pecking nya kurang bagus. Untung gk pecah barangx.",3,Netral,hitam ko kirm putih dus nya penyok pecking nya bagus untung gk pecah barangx
"Sesuai gambar, sesuai kualitas dengan harga",3,Netral,sesuai gambar sesuai kualitas harga
thanks you .........................................,3,Netral,terima kasih you
"pengiriman cepat, blom bisa berfungsi/digunakan",3,Netral,cepat blom berfungsi
trims gan barang sudah sampe sangat bagus,3,Netral,trims gan sampe bagus
"ok udh sampe,  ga bisa di pake du window 10,",3,Netral,udh sampe pakai du window
"braket ke spion harus dilobangi ulang.... karena kurang besar.... :(
ukuran hp bs masuk.... thanks",3,Netral,braket spion dilobangi ulang ukuran hp masuk terima kasih
Bagussssss....okkkkkkk,3,Netral,baguss okk
barang tiba dalm kondisi baik dan bagus,3,Netral,dalm kondisi bagus
Produk bagussss tapiiiii..... setting tidak bs gnt bhs lain 🤦🏻‍♀️,3,Netral,baguss tapii setting gnt bhs
"kayunya lumayan  bagus, tapi sayang saya dapat yg tidak presisi, pegangan betnya gak berada di tengah,",3,Netral,kayunya lumayan bagus sayang presisi pegangan betnya
Produk nya siih lumayan bagus dengan harga yang segitu..,3,Netral,nya siih lumayan bagus harga segitu
Biasa saja barangnya mungkin karena wh jadinya di jahitannya ada beberapa bagian yg kurang baik,3,Netral,barangnya wh jahitannya
"Paket datang dengan baik, barang di bungkus dengan rapih. masalah kualitas belum dicoba, tapi semoga aja awet dan tidak cepat rusak. Trima kasih...",3,Netral,bungkus rapih kualitas dicoba semoga awet cepat rusak trima kasih
"mantab sekali, dibungkus rapih juga",3,Netral,mantab dibungkus rapih
barang sudah sampai kemarin..kualitas lumayan dengan harga segitu,3,Netral,kemarin kualitas lumayan harga segitu
"barang cepat sampai ,Tp Belom dipakai  jadi Blom bisa Komen untuk kualitas",3,Netral,cepat belom dipakai blom komen kualitas
"Sudah tanya stok warna yg available, sudah menulis warna ungu di catatan, tapi yg dikirim warna biru, bikin istri saya jadi kecewa. Proses pengiriman cepat",3,Netral,stok warna available menulis warna ungu catatan dikirim warna biru bikin istri kecewa proses cepat
"pelayanan baik, kualitas dan ketepatan waktu memuaskan",3,Netral,pelayanan kualitas ketepatan memuaskan
"Sukaa tp kurang nempel hehe pengiriman cepat, packing rapih.",3,Netral,sukaa nempel hehe cepat kemasan rapih
"bintang yg bicara..................,",3,Netral,bintang bicara
warna tidak sesuai pesenan.makasih ya gan,3,Netral,warna sesuai pesenan terima kasih ya gan
Sip dehhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,3,Netral,bagus dehh
pengirimanya agak lama tp overall semua bagus..tks,3,Netral,pengirimanya overall bagus tks
Barang sudah diterima dengan baik. trims.,3,Netral,diterima trims
Lamaaaa banget nyampenya.....  sepatunya gak sesuai gambar krn stocknya abis kata penjualnya.,3,Netral,lamaa banget nyampenya sepatunya sesuai gambar stocknya abis penjualnya
"Bisa dipake tp key nya kacau, kayak analogny klo mau maju kedepan analog kananny dikekiriin",3,Netral,dipake key nya kacau kayak analogny klo maju kedepan analog kananny dikekiriin
Ada rusak hendsetta satu,3,Netral,rusak hendsetta
sdh diterima. paking rapi. siiiipp,3,Netral,diterima paking rapi siipp
bbeeeeeeeeedddddddddaaaaaaaaaaaaa,3,Netral,bbeeddaa
mini tapi keren sayang pengirimannya lama.........,3,Netral,mini keren sayang pengirimannya
Barang bagus cepat sampai namun ada sedikit masalah sana usb nya,3,Netral,bagus cepat usb nya
Ga ada pemberitahuan tapi tiba-tiba cash refund. Ya untungnya di refund sih hahaha.,3,Netral,pemberitahuan cash refund ya untungnya refund sih hahaha
Sesuai dengan yang diweb dan harga,3,Netral,sesuai diweb harga
"pengiriman cepatttt...... kwalitas barang normal, karena ada dibor perlebar sedikit untuk lubang baut spion nya....",3,Netral,cepatt kwalitas normal dibor perlebar lubang baut spion nya
Proses seller agak lama dan pas dateng bau lem banget mgkin baru jadi dr produksi sol trus dikirim dan berasa home made gt ga serapih brand² mall yg kualitas pabrik (gatau semua apa pas disaya aja). Utk bahan sepatunya bagus sih,3,Netral,proses pas dateng bau lem banget mgkin dr produksi sol trus dikirim berasa home made gt serapih brand mall kualitas pabrik gatau pas disaya bahan sepatunya bagus sih
saya pengen minta yg merknya gamepad,3,Netral,pengen merknya gamepad
"Meragukan bahannya, klihatannya ini bukan katun, ukuran kekecilan dri standar, namun tetap bisa digunakan",3,Netral,meragukan bahannya klihatannya katun ukuran kekecilan dri standar
"Maaf, plastik nya kelupas semua..",3,Netral,maaf plastik nya kelupas
Blm d cobaa......................,3,Netral,blm cobaa
warna tidak sesuai pesenan.makasih ya gan,3,Netral,warna sesuai pesenan terima kasih ya gan
Pengiriman cepat. barang oke.. tapi sedikit ngembun...,3,Netral,cepat ngembun
"trimakasih barang dah sampai..tapi maaf,,sejauh pengalaman, ini respon nya lama",3,Netral,trimakasih dah maaf pengalaman respon nya
sesuai dengan harganyaaaaaaaaaaaaaaa,3,Netral,sesuai harganyaa
"Komunikasi / chat dengan Penjual kurang tanggap dan tidak responsip. Paket Carbon Cartridge Filter datang sesuai jadwal. Bubble Packing dibungkus seadanya, bersyukur barang tidak pecah. Setelah diperiksa, isi media carbon active hanya setengah (tidak sesuai gambar, penuh), kemudian diukur, badan filter tipis, diameter ulir 8,5 cm tetapi ukuran ulir lebih kecil, jadi kalo dipasang pada konektornya sangat longgar / lepas. Belom dicoba apakah ulir bisa diketatkan dengan seal tape ? Kalo ulir ke konektornya tidak bisa diketatkan dengan ditambah seal tape, maka Carbon Cartridge Filter tidak bisa dipakai . . . !",3,Netral,komunikasi chat penjual tanggap responsip carbon cartridge filter sesuai jadwal bubble kemasan dibungkus seadanya bersyukur pecah diperiksa isi media carbon active sesuai gambar penuh diukur badan filter tipis diameter ulir cm ukuran ulir dipasang konektornya longgar lepas belom dicoba ulir diketatkan seal tape ulir konektornya diketatkan ditambah seal tape carbon cartridge filter dipakai
Kecil jamnya pantes utk cewek ini 😔,3,Netral,jamnya pantes cewek
"Sesuai dengan harga , pengiriman cepat",3,Netral,sesuai harga cepat
Suaranya gitu deh Boss.. Kurang sesuai dgn ekspektasi ✌,3,Netral,suaranya gitu deh boss sesuai ekspektasi
Good response recomended seller tapi barangnya kurang bagus.,3,Netral,good response rekomendasi barangnya bagus
Belum mencobaaaaaaaaa,3,Netral,mencobaa
barang di terima dengan baik.. untuk kualitas perlu waktu sih sebagai review...,3,Netral,terima kualitas sih review
"Jam berfungsi dengan baik,hanya kotak jam sedikit rusak pada bagian belakang.",3,Netral,jam berfungsi kotak jam rusak
"Sebenarnya sudah bagus, yang buat kecewa hanya barang yg di order berbeda dengan yang datang, saya ordernya M-Tech yang datang malah K-One , berhubung pas d tes aman2 aja, yahh ok lah ,",3,Netral,bagus kecewa berbeda ordernya tech one berhubung pas tes aman yahh
Warna hitam kok yg dikirim putih kurang puas,3,Netral,warna hitam dikirim putih puas
sandal nya sudah sampai. ukuran nya agak lebih besar dari keterangan. terimakasih.,3,Netral,sandal nya ukuran nya keterangan terimakasih
Repeat order...tapi tdk sebagus yg pembelian pertama...kipas muternya lambat,3,Netral,repeat sebagus pembelian kipas muternya lambat
Isinya lbh kecil dibandingkan dengan yg warna abu2,3,Netral,isinya lbh dibandingkan warna abu
Produk sesuai harga ...uk lebih kecil dari SNI....pengiriman cepat mantab,3,Netral,sesuai harga uk sni cepat mantab
Bagus barangnya tpi packingnya aja yg kurang,3,Netral,bagus barangnya tpi packingnya
"Barang lumayan sesuai harga, respon cepat, JNEnya yang telat krn tanggal merah",3,Netral,lumayan sesuai harga respon cepat jnenya telat merah
barang yang dipesan sesuai harga,3,Netral,dipesan sesuai harga
dapat yg tidak ada kakinya......,3,Netral,kakinya
terimakasih barang sudah sampai. mudah2an awet. tadi dah dicoba tapi sekali keluar langsung dua...,3,Netral,terimakasih mudah an awet dah dicoba langsung
Respon &amp; pengiriman cepat,3,Netral,respon amp cepat
barang ok. tapi respon lambat. thq,3,Netral,respon lambat thq
pengiriman masih lambat padahal udah gosend same day,3,Netral,lambat gosend same day
"Barang bagus n cepet sampai,tapi sayang cantolan dari braket ke tempat hp ny longgar",3,Netral,bagus cepat sayang cantolan braket hp ny longgar
maaf gan sebelumnya barang sudah sampai tetapi pas saya buka kondisini nya beda2 saya lan beli 2 yg satu bagus yg satunya tapak nya kebuka jadi saya jahit lagi,3,Netral,maaf gan pas buka kondisini nya beda lan bagus satunya tapak nya kebuka jahit
Sesuai keterangan diiklan,3,Netral,sesuai keterangan diiklan
"Tombol erase tidak berfungsi, mau keluarkan baterainya juga sulit tapi udah terlanjur di beli jadi ya sudahlah 😥",3,Netral,tombol erase berfungsi keluarkan baterainya sulit terlanjur ya
Sudah cepat pengirimannya cuma tolong diluar jam toko adminnya on juga donk,3,Netral,cepat pengirimannya tolong diluar jam adminnya on donk
"Barang oke, pengiriman cepat.
Warna tdk sesuai pesanan.",3,Netral,cepat warna sesuai pesanan
Barang sudah sampai dengan selamat.. meskipun belum dipakai,3,Netral,selamat dipakai
barang sdh diterima tp kok bautnya gak ada menahannya js sering copot...,3,Netral,diterima bautnya menahannya js copot
sip barang sudah sampai thanks bro,3,Netral,bagus terima kasih bro
Udeh sampai...lumayan barangnya...,3,Netral,udeh lumayan barangnya
barangnya sudah terima dan sesuai,3,Netral,barangnya terima sesuai
"Sesuai harga, sesuai harga, sesuai harga, nice",3,Netral,sesuai harga sesuai harga sesuai harga nice
"Produknya gak support HP punya sy, tampilannya gak muncul di layar...",3,Netral,produknya support hp tampilannya muncul layar
Barang sudah di terima................. Trima kasih,3,Netral,terima trima kasih
Produk bagussss tapiiiii..... setting tidak bs gnt bhs lain 🤦🏻‍♀️,3,Netral,baguss tapii setting gnt bhs
"Yang warna ada segel nya, tapi yg black nggak ada segel nya",3,Netral,warna segel nya black nggak segel nya
Sesuai harga.................,3,Netral,sesuai harga
yh lumayan lah bintang yg menentukan!!!,3,Netral,yh lumayan bintang menentukan
"Product oke, pas buka uda ada aplikasinya, katanya dari xiaominya...",3,Netral,product pas buka aplikasinya xiaominya
"pelayanan baik, kualitas dan ketepatan waktu memuaskan",3,Netral,pelayanan kualitas ketepatan memuaskan
"oke barang kosong. Tp sblm agan batalkan, tlg konfirmasi ya :)",3,Netral,kosong sblm agan batalkan tlg konfirmasi ya
sesuai dengan harganyaaaaaaaaaaaaaaa,3,Netral,sesuai harganyaa
"Lebih cocok buat orang dgn pergelangan tangan kecil! Menurut saya lebih cocok untuk tangan perumpuan/wanita. 
Pengiriman rada lama, kardusnya penyok!",3,Netral,cocok orang pergelangan tangan cocok tangan perumpuan wanita rada kardusnya penyok
Verifikasi nya agak lama,3,Netral,verifikasi nya
barang sudah diterima dgn selamat... (y),3,Netral,diterima selamat
sesuai dgn pesan barang nya,3,Netral,sesuai nya
Secara fungsi oke. Cuma tombol R2 nya kurang oke. Udah kaya mau copot,3,Netral,fungsi tombol nya kaya copot
"barang udh nyampe,, sesuai pesanan,, oke. mksh",3,Netral,udh nyampe sesuai pesanan mksh
"Lumayan sesuai harga, pengiriman cepat",3,Netral,lumayan sesuai harga cepat
Tidak licin tp matras kurang springy.,3,Netral,licin matras springy
"Dus sdh sobek-sobek, lumayan lahh",3,Netral,dus sobek sobek lumayan lahh
barang cukup memuaaskan lain kali beli lagi,3,Netral,memuaaskan kali
Cret cret cret cret cret cret,3,Netral,cret cret cret cret cret cret
"Standart, bagian kulit luar ada yg gampang mengelupas, agak keras, kurang empuk dan nyaman",3,Netral,standart kulit gampang mengelupas keras empuk nyaman
"Bahan box ternyata lembek &amp; setelah dipasang , kegeser sdkt aja dah copot n lepas dr tutupnya ,. Jd nya ga rapi n ribet",3,Netral,bahan box lembek amp dipasang kegeser sdkt dah copot lepas dr tutupnya jd nya rapi ribet
Barang ok sesuai tapi lama sampainya,3,Netral,sesuai sampainya
Barang sudah diterima..terima kasih,3,Netral,diterima terima kasih
mksh...brg sdh sy trm dg baik. tp bolanya keras bgt,3,Netral,mksh trm dg bolanya keras banget
"Penjual sangat responsif. Tp kualitas barangnya kurang memuaskan, standar lah dgn harganya.",3,Netral,penjual responsif kualitas barangnya memuaskan standar harganya
Pengiriman sesuai yang dipesan,3,Netral,sesuai dipesan
terima kasih atas pelayanan dan responnya,3,Netral,terima kasih pelayanan responnya
Produk nya oke tapi curiga ini barang stock lama dan ukuran nya sempit bgt,3,Netral,nya curiga stock ukuran nya sempit banget
Proses pengiriman sangat cepat,3,Netral,proses cepat
Prodak sesui..pngiriman agak lama tingktkan lagi keceptan pngiriman,3,Netral,prodak sesui pngiriman tingktkan keceptan pngiriman
Barang smp dg cepat dan keadaan bagus. Tapi knp di telpon g ada suaranya dri c hp. Di pake kan headset malah g suitable. G pake headset suaranya g kedengar.,3,Netral,smp dg cepat bagus knp telpon suaranya dri hp pakai headset suitable pakai headset suaranya kedengar
Respon &amp; pengiriman cpt,3,Netral,respon amp cepat
Biasa saja barangnya mungkin karena wh jadinya di jahitannya ada beberapa bagian yg kurang baik,3,Netral,barangnya wh jahitannya
Hape kondisi bagus cuma charger baru berapa menit colok langsung mati gak bisa hidup lg,3,Netral,hape kondisi bagus charger menit colok langsung mati hidup lg
penanganannya terlalu lama. terlalu mengabaikan custumer,3,Netral,penanganannya mengabaikan custumer
barang udah sampe dan sesuai dengan yg ada di iklan..tx,3,Netral,sampe sesuai iklan tx
Paking bagus si semoga barangnya sesui harapan. Ditingkatkan aja smoga lain klu sy bisa pesan lg,3,Netral,paking bagus si semoga barangnya sesui harapan ditingkatkan smoga klu lg
"Kualitas lumayan, sesuai dgn harga. Paket cukup lama juga sampainya.",3,Netral,kualitas lumayan sesuai harga sampainya
dijanjikan  ukuran M tapi diberi L,3,Netral,dijanjikan ukuran
"port micro usb nya ke panjangan, port usb nya ke pendekan. Ada harga ada barang",3,Netral,port micro usb nya panjangan port usb nya pendekan harga
Murah tapi belum tahu kualitasnya,3,Netral,murah kualitasnya
"Baju Sauna / Sauna Suit Siken
Dari
Warung Olahraga",3,Netral,baju sauna sauna suit siken warung olahraga
Barang lama nyampenya. Pesen tgl 22 baru smape tgl 26,3,Netral,nyampenya pesen smape
"sipppp............ . . .. . .. . . . . 
. . .",3,Netral,sipp
"sayang jahitannya amburadul benang sisa numpuk di mana""",3,Netral,sayang jahitannya amburadul benang sisa numpuk
Mantapppppppppppppppppppppppppppppppppppppppppp,3,Netral,mantapp
Bagus barangnya tpi packingnya aja yg kurang,3,Netral,bagus barangnya tpi packingnya
lumayan lah. sesuai harga... buat lari pagi.,3,Netral,lumayan sesuai harga lari pagi
Barng sudah  d terima bos.....,3,Netral,barng terima bos
"tutup headset nya kurang rapet tutup headset nya,tapi kiriman nya lumayan tapi dan suara nya headset nya bagus banget",3,Netral,tutup headset nya rapet tutup headset nya kiriman nya lumayan suara nya headset nya bagus banget
Warna tidak sesuai permintaan,3,Netral,warna sesuai permintaan
Isinya lbh kecil dibandingkan dengan yg warna abu2,3,Netral,isinya lbh dibandingkan warna abu
Barang sudah diterima dengan baik. trims.,3,Netral,diterima trims
Lumayan lah ga ngecewain sesuai sama harga,3,Netral,lumayan ngecewain sesuai harga
kualitas barang sesuai harganya,3,Netral,kualitas sesuai harganya
Lumayan boros batre nya selebihnya oke,3,Netral,lumayan boros batre nya selebihnya
gan barang sudah sy terima barangnya sesuai spec tapi mungkin kesalahan jnenya aga lama karena kurirnya tidak masuk tunggu orderan sy berikutnya terima kasih,3,Netral,gan terima barangnya sesuai spec kesalahan jnenya aga kurirnya masuk tunggu orderan terima kasih
lumayan walau gk sekuat asli pada baterainya,3,Netral,lumayan gk sekuat asli baterainya
"Produk yg dikirim berbeda dengan pict, karena di pict hanya ada warna strap hitam sya pikir hanya itu yg tertera. Ternyata barang yg dikirm strap coklat ring gold kurang cocok untuk pria. Alhasil g jadi pake. Overall jamnya bagus. Hanya box nya saja kurang menarik.",3,Netral,dikirim berbeda pict pict warna strap hitam sya pikir tertera dikirm strap coklat ring gold cocok pria alhasil pakai overall jamnya bagus box nya menarik
"pengiriman cepat.. namun ukuran L ternyata untuk anak usia 2-3 thn..
kata &#34;anak&#34; seharusnya di deskripsikan rentang usia nya jadi pembeli tidak salah pilih.
terima kasih",3,Netral,cepat ukuran anak usia thn anak deskripsikan rentang usia nya pembeli salah pilih terima kasih
"Packing rapih, respon cepat",3,Netral,kemasan rapih respon cepat
Produk oke. pengiriman lama banget. penjual sempat memasukkan resi palsu buat mengulur waktu. mengecewakan.,3,Netral,banget penjual memasukkan resi palsu mengulur mengecewakan
sesuaiii gbr ....................,3,Netral,sesuaii gbr
Mayan harga sesuai mutu,3,Netral,mayan harga sesuai mutu
